Title,Description,Link To Article,Publication Date,Category,Image URL
Gukesh the overwhelming favourite in World title match: Nakamura,The American GM believes the Indian has an 80:20 chance of beating Ding; feels no player is going to be super dominant the way Carlsen has been; emphasises the importance of Global Chess League going forward,https://www.thehindu.com/sport/other-sports/gukesh-the-overwhelming-favourite-in-world-title-match-nakamura/article68812228.ece,"Tue, 29 Oct 2024 23:57:26 +0530",Other Sports,https://th-i.thgim.com/public/sport/p8nkgc/article68812236.ece/alternates/LANDSCAPE_1200/NAKAMURA%201.jpg
RANJI TROPHY | Bengal vs Kerala game peters out into a dull draw,"CRICKET | The visitors declare at 356 for nine, with the hosts responding with 181 for three; both teams secure a point apiece as the first innings could not be completed",https://www.thehindu.com/sport/cricket/ranji-trophy-bengal-vs-kerala-game-peters-out-into-a-dull-draw/article68811128.ece,"Tue, 29 Oct 2024 20:21:29 +0530",Cricket,https://th-i.thgim.com/public/incoming/i85h5p/article68811536.ece/alternates/LANDSCAPE_1200/20241029243L.jpg
Ranji Trophy | Harshit Rana is totally ready to play Test cricket: Delhi coach Sarandeep,"Before Rana embarks on the high-profile tour of Australia, he is set to join the India squad for the third Test against New Zealand",https://www.thehindu.com/sport/cricket/harshit-rana-india-test-new-zealand-australia/article68810808.ece,"Tue, 29 Oct 2024 18:44:16 +0530",Cricket,https://th-i.thgim.com/public/incoming/ytbiir/article68810866.ece/alternates/LANDSCAPE_1200/09_DELHI_ASSAM_RANJI_TROPHY_CRICKET_28_10_DELHI.jpg
RANJI TROPHY | Thyagarajan spins Hyderabad to an innings win over Pondicherry,"CRICKET | The left-armer’s seven-for haul leaves the visitors reeling, who only have opener Ganga Sridhar Raju as the bright spot with a fighting maiden century",https://www.thehindu.com/sport/cricket/ranji-trophy-thyagarajan-spins-hyderabad-to-an-innings-win-over-pondicherry/article68810832.ece,"Tue, 29 Oct 2024 18:42:01 +0530",Cricket,https://th-i.thgim.com/public/sport/7pclgy/article68810845.ece/alternates/LANDSCAPE_1200/Hyderabad%20left-arm%20spinner%20Tanay%20Thyagarajan%20who%20took%20a%20seven-wicket%20haul%20against%20Pondicherry%20in%20the%20Ranji%20Trophy%20Elite%20Group%20B%20match%20in%20Hyderabad%20on%20Monday.%20PHOTO%20-%20V.V.%20SUBRAHMANYAM.jpg
"Densetsu, Xaily, Positano, Kallu Sakkare and Power Of Beauty excel",,https://www.thehindu.com/sport/races/horse-racing/article68810572.ece,"Tue, 29 Oct 2024 17:35:53 +0530",Races,
"Thalassa, Saifa and Axlrod catch the eye",,https://www.thehindu.com/sport/races/horse-racing/article68810531.ece,"Tue, 29 Oct 2024 17:27:26 +0530",Races,
Delhi wins against Assam with bonus point,,https://www.thehindu.com/sport/delhi-wins-against-assam-with-bonus-point/article68810407.ece,"Tue, 29 Oct 2024 17:18:00 +0530",Sport,https://th-i.thgim.com/public/incoming/g5v8be/article68810494.ece/alternates/LANDSCAPE_1200/27_RANJI_TROPHY_MATCH_ASSAM_DELHI_29_10_DELHI.jpg
Honda Motorcycle and Scooter India unveils India’s first 300cc flex-fuel bike,"Honda Motorcycle &and Scooter India has launched the new CB300F Flex-Fuel, marking a notable step towards environmentally friendly mobility solutions in India. The motorcycle is India’s first 300cc flex-fuel vehicle and aligns with the country’s broader goals of promoting greener technologies.",https://www.thehindu.com/life-and-style/motoring/honda-motorcycle-and-scooter-india-unveils-indias-first-300cc-flex-fuel-bike/article68809709.ece,"Tue, 29 Oct 2024 15:45:29 +0530",Motoring,https://th-i.thgim.com/public/incoming/z3075c/article68809712.ece/alternates/LANDSCAPE_1200/1.jpg
Injured Kane Williamson to miss third Test against India,The Blacks Caps managed a first-ever Test series triumph in India without the master batsman,https://www.thehindu.com/sport/cricket/injured-kane-williamson-to-miss-third-test-against-india/article68809221.ece,"Tue, 29 Oct 2024 09:46:55 +0530",Cricket,https://th-i.thgim.com/public/incoming/q4a8g9/article68809223.ece/alternates/LANDSCAPE_1200/IMG_TH10KW_2_1_KPDEH0MB.jpg
Australia’s Matthew Wade retires from international cricket,"The wicketkeeper-batsman played 36 Tests and 189 limited-overs matches for Australia, and was a pivotal figure in their T20 World Cup triumph in 2021",https://www.thehindu.com/sport/cricket/australias-matthew-wade-retires-from-international-cricket/article68809213.ece,"Tue, 29 Oct 2024 09:34:44 +0530",Cricket,https://th-i.thgim.com/public/incoming/aamwz2/article68809209.ece/alternates/LANDSCAPE_1200/1431942172.jpg
"Morning Digest: India, Spain condemn attacks on U.N. peacekeepers in Lebanon; Israel passes two laws to restrict the work of UN agency’s operations in Gaza, and more",Here is a select list of stories to start the day,https://www.thehindu.com/news/morning-digest-october-29-2024/article68808174.ece,"Tue, 29 Oct 2024 06:26:36 +0530",News,https://th-i.thgim.com/public/incoming/av6cki/article68809113.ece/alternates/LANDSCAPE_1200/20241028172L.jpg
Spain’s Rodri and Bonmatí win Ballon d’Or award for best men’s and women’s players in world soccer,Spanish midfielders Rodri and Aitana Bonmatí have won the Ballon d’Or award for the world’s best players in men’s and women’s soccer,https://www.thehindu.com/sport/football/spains-rodri-and-bonmat%C3%AD-win-ballon-dor-award-for-best-mens-and-womens-players-in-world-soccer/article68808433.ece,"Tue, 29 Oct 2024 03:28:23 +0530",Football,https://th-i.thgim.com/public/incoming/e2t9eg/article68808434.ece/alternates/LANDSCAPE_1200/AFP_36L498V.jpg
It’s Huntingdon vs. Siddharth in feature event,,https://www.thehindu.com/sport/races/its-huntingdon-vs-siddharth-in-feature-event/article68806626.ece,"Tue, 29 Oct 2024 00:30:00 +0530",Races,
Harshit Rana Interview | I have never been fazed about bowling against the best batters,"Harshit Rana, who is the only uncapped pacer in India’s Test squad for the tour of Australia beginning on November 22, says his competitiveness and attitude will be suitable to playing Down Under",https://www.thehindu.com/sport/cricket/harshit-rana-interview-i-have-never-been-fazed-about-bowling-against-the-best-batters/article68808196.ece,"Tue, 29 Oct 2024 00:26:08 +0530",Cricket,https://th-i.thgim.com/public/sport/f33aki/article68808198.ece/alternates/LANDSCAPE_1200/RANA%201.jpg
Sumit and Siddhant lead Delhi’s resurgence against Assam,Duo adds 166 for the eighth wicket; the former scores his maiden ton while the latter makes 89; the visitor sweats over Denish’s fitness,https://www.thehindu.com/sport/cricket/sumit-and-siddhant-lead-delhis-resurgence-against-assam/article68807139.ece,"Mon, 28 Oct 2024 22:09:33 +0530",Cricket,https://th-i.thgim.com/public/sport/g9lk8/article68807984.ece/alternates/LANDSCAPE_1200/Ranji%20Trophy%20Cricket%20Match%20Assam%20Delhi.jpg
Ranji Trophy | Shubham’s five-for leads Chhattisgarh’s hunt for an outright win,The leg-spinner’s efforts help the visitor gain a 241-run first-innings lead; Tamil Nadu is at 71 for one in its second innings at the end of day three and needs to score another 170 runs to make Khare’s men bat again,https://www.thehindu.com/sport/cricket/ranji-trophy-tamil-nadu-chhattisgarh-day-three/article68806803.ece,"Mon, 28 Oct 2024 19:08:42 +0530",Cricket,https://th-i.thgim.com/public/incoming/t5lxb7/article68806902.ece/alternates/LANDSCAPE_1200/9868_28_10_2024_18_6_53_3_BOWLED_3.JPG
Dyf lives up to his billing in JSK1 Golconda St. Leger,,https://www.thehindu.com/sport/races/dyf-lives-up-to-his-billing-in-jsk1-golconda-st-leger/article68806844.ece,"Mon, 28 Oct 2024 18:53:41 +0530",Races,https://th-i.thgim.com/public/incoming/uil82u/article68807116.ece/alternates/LANDSCAPE_1200/DSC2333.jpg
"Can Rohit, the captain, avoid overreacting ahead of BGT?",Rohit stresses that the management group does not need to get carried away with the unbeaten 12-year series streak at home being broken,https://www.thehindu.com/sport/cricket/can-rohit-the-captain-avoid-overreacting-ahead-of-bgt/article68806502.ece,"Mon, 28 Oct 2024 18:41:12 +0530",Cricket,https://th-i.thgim.com/public/incoming/gca0zg/article68806765.ece/alternates/LANDSCAPE_1200/Rohit_02.jpg
Erik ten Hag fired as Manchester United fire manager after troubled start to season,"Erik Ten Hag, who was hired in 2022, paid the price for leading United to just three wins in nine league games in the opening months of the campaign. Ruud van Nistelrooy was named interim coach.",https://www.thehindu.com/sport/football/erik-ten-hag-fired-as-manchester-united-fire-manager-after-troubled-start-to-season/article68806637.ece,"Mon, 28 Oct 2024 18:16:10 +0530",Football,https://th-i.thgim.com/public/sport/football/bu038f/article68806652.ece/alternates/LANDSCAPE_1200/2024-10-28T122511Z_579368737_RC2035A6PKR4_RTRMADP_3_SOCCER-ENGLAND-MUN.JPG
"Knotty Charmer, Scarlette Lady, Vivaldo and Run For The Sun shine",,https://www.thehindu.com/sport/races/knotty-charmer-scarlette-lady-vivaldo-and-run-for-the-sun-shine/article68806573.ece,"Mon, 28 Oct 2024 18:00:24 +0530",Races,
Amadeo and Evaldo impress,,https://www.thehindu.com/sport/races/horse-racing/article68806481.ece,"Mon, 28 Oct 2024 17:30:00 +0530",Races,
Daily Quiz | On European club football,"On the win of FC Barcelona over Real Madrid by four goals in the first El Clásico, a quiz on one of the most watched fixtures in European club football",https://www.thehindu.com/sport/daily-quiz-on-european-club-football/article68805835.ece,"Mon, 28 Oct 2024 17:05:00 +0530",Sport,https://th-i.thgim.com/public/news/national/hrtmuj/article68805838.ece/alternates/LANDSCAPE_1200/thumbnail_WhatsApp%20Image%202024-10-27%20at%208.21.35%20PM.jpg
IND-W vs NZ-W: Indian women need to address batting issues on a priority,Radha Yadav’s 48 is the highest score by an Indian in the series so far as India takes on New Zealand in the third and deciding ODI today,https://www.thehindu.com/sport/cricket/india-women-vs-new-zealand-women-third-odi-in-ahmedabad-on-october-28-2024/article68806080.ece,"Mon, 28 Oct 2024 15:23:37 +0530",Cricket,https://th-i.thgim.com/public/sport/cricket/4ae94i/article68806094.ece/alternates/LANDSCAPE_1200/VIS_8261.JPG
Under-23 World Wrestling Championships: Chirag Chikkara clinches gold as India shines with nine medals,"Chirag Chikkara becomes the second Indian man, after Paris Olympics bronze medallist Aman Sehrawat, to win the gold at the U23 Championships.",https://www.thehindu.com/sport/other-sports/under-23-world-wrestling-championships-chirag-chikkara-clinches-gold-as-india-shines-with-nine-medals/article68805989.ece,"Mon, 28 Oct 2024 15:06:53 +0530",Other Sports,https://th-i.thgim.com/public/sport/other-sports/equc7w/article68806051.ece/alternates/LANDSCAPE_1200/Chirag.jpg
Salima Tete named India captain for women’s Asian Champions Trophy,"Navneet Kaur will serve as Tete's deputy. India enter the competition with high expectations, having clinched the title at last year's edition in Ranchi.",https://www.thehindu.com/sport/hockey/indian-women-hockey-team-announced-for-asian-champions-trophy/article68805987.ece,"Mon, 28 Oct 2024 14:46:55 +0530",Hockey,https://th-i.thgim.com/public/sport/hockey/rhnp0r/article68805999.ece/alternates/LANDSCAPE_1200/IMG_1054853276_2_1_7QAQ3RUM.jpg
Gary Kirsten quits as Pakistan white-ball coach 6 months after joining,Test coach Jason Gillespie will fill in for Kirsten in their limited-overs tour of Australia beginning next week,https://www.thehindu.com/sport/cricket/gary-kirsten-quits-as-pakistan-white-ball-coach-6-months-after-joining/article68805865.ece,"Mon, 28 Oct 2024 13:43:51 +0530",Cricket,https://th-i.thgim.com/public/incoming/torf56/article68805875.ece/alternates/LANDSCAPE_1200/IMG_TH09KIRSTEN_2_1_UICTESJ3.jpg
Vinicius favourite for Ballon d'Or in post-Messi/Ronaldo era,The men's shortlist for the 2023/24 edition of the prestigious individual award is the first since 2003 to feature neither Lionel Messi nor Cristiano Ronaldo,https://www.thehindu.com/sport/football/vinicius-favourite-for-ballon-dor-in-post-messironaldo-era/article68805373.ece,"Mon, 28 Oct 2024 11:00:39 +0530",Football,https://th-i.thgim.com/public/incoming/9eucyl/article68805403.ece/alternates/LANDSCAPE_1200/2024-10-26T201703Z_1081756490_UP1EKAQ1KCDEH_RTRMADP_3_SOCCER-SPAIN-RMA-BAR-REPORT.JPG
Australia to rest Test stars for T20 series against Pakistan,"In a congested month of cricket, Australia will play Pakistan in three one-day internationals starting November 4, which is immediately followed by the three-match T20 series starting in Brisbane on November 14",https://www.thehindu.com/sport/cricket/australia-to-rest-test-stars-for-t20-series-against-pakistan/article68805174.ece,"Mon, 28 Oct 2024 08:53:05 +0530",Cricket,https://th-i.thgim.com/public/incoming/fdk171/article68805189.ece/alternates/LANDSCAPE_1200/1573717366.jpg
"Morning Digest: TVK president Vijay declares his party will fight against sectarian forces; MVA names 259 candidates, Mahayuti 235 for Maharashtra Assembly elections, and more",Here is a select list of stories to start the day,https://www.thehindu.com/news/morning-digest-october-28-2024/article68804329.ece,"Mon, 28 Oct 2024 06:30:31 +0530",News,https://th-i.thgim.com/public/incoming/ci38k1/article68805031.ece/alternates/LANDSCAPE_1200/2786_27_10_2024_23_1_10_4__DSC7511.JPG
Dyf in good shape for the JSK1 Golconda St. Leger,,https://www.thehindu.com/sport/races/dyf-in-good-shape-for-the-jsk1-golconda-st-leger/article68803150.ece,"Mon, 28 Oct 2024 00:05:00 +0530",Races,
Washington Sundar couldn’t care less about labels,"As far as he is concerned, his job is to deliver with the bat, with the ball and in the field. He started off as a top-order bat in age-group cricket in Chennai and Tamil Nadu, but for some reason, as he worked his way up the levels, it was his bowling that seemed to appeal to those that make influential decisions",https://www.thehindu.com/sport/cricket/washington-couldnt-care-less-about-labels/article68804333.ece,"Mon, 28 Oct 2024 00:03:38 +0530",Cricket,https://th-i.thgim.com/public/incoming/90gj35/article68805466.ece/alternates/LANDSCAPE_1200/IMG_WASHINGTON_2_2_1_J5DGSUI0.jpg
IPL 2025: Dhoni hints at potential return; ‘Just want to enjoy whatever last few years of cricket I’m able to play’,There has been speculation about Dhoni's future since he handed over the captaincy to Ruturaj Gaikwad in the last season and began batting lower in the order.,https://www.thehindu.com/sport/cricket/ipl-2025-dhoni-hints-at-potential-return-says-just-want-to-enjoy-whatever-last-few-years-of-cricket-im-able-to-play/article68804196.ece,"Sun, 27 Oct 2024 22:35:11 +0530",Cricket,https://th-i.thgim.com/public/sport/cricket/bppk3p/article68804203.ece/alternates/LANDSCAPE_1200/IMG_TH27_CRI-DHONI_2_1_7EDGPGLV.jpg
"Warriors shake off a fighting Malappuram, enter SLK semifinal",,https://www.thehindu.com/sport/football/kannu-warriors-malappuram-fc-super-league-kerala/article68804113.ece,"Sun, 27 Oct 2024 22:11:15 +0530",Football,https://th-i.thgim.com/public/sport/pm34tw/article68804111.ece/alternates/LANDSCAPE_1200/kannur%201stgoal.JPG
Batting is something we really need to work on: Harmanpreet after loss in second ODI,The final match will be played here on Tuesday. India had won the first match by 59 runs.,https://www.thehindu.com/sport/cricket/batting-is-something-we-really-need-to-work-on-harmanpreet-after-loss-in-second-odi/article68804124.ece,"Sun, 27 Oct 2024 22:08:01 +0530",Cricket,https://th-i.thgim.com/public/sport/cricket/9uw72t/article68804130.ece/alternates/LANDSCAPE_1200/VIS_8406.JPG
Ranji Trophy | Ajith Ram puts his hand up for TN once again,,https://www.thehindu.com/sport/cricket/ranji-trophy-ajith-ram-puts-his-hand-up-for-tn-once-again/article68803898.ece,"Sun, 27 Oct 2024 21:09:11 +0530",Cricket,https://th-i.thgim.com/public/incoming/7s6usx/article68803920.ece/alternates/LANDSCAPE_1200/9868_27_10_2024_17_47_14_4_AJITHRAM_TN_6.JPG
"India whitewashed 0-3 at home: Something like this will be a very low point of my career, says Rohit Sharma","Set a target of 147, India were all out for 121. The hosts also suffered embarrassing defeats in the first two Tests of the series",https://www.thehindu.com/sport/cricket/india-whitewashed-0-3-at-home-something-like-this-will-be-a-very-low-point-of-my-career-says-rohit-sharma/article68825336.ece,"Sun, 03 Nov 2024 15:24:00 +0530",Cricket,https://th-i.thgim.com/public/incoming/fv5wdb/article68825344.ece/alternates/LANDSCAPE_1200/PTI11_03_2024_000022B.jpg
